MODUL-HERSTELLER	MODUL-TYP	NENNLEISTUNG [W]	MODULWIRKUNGSGRAD [%]	SPANNUNG IM MPP [V]	STROM IM MPP [A]	VERSION
Conergy CA	PH 305P	305.00	15.69	35.77	8.53	5/2014
Conergy CA	PH 310P	310.00	15.94	35.80	8.68	5/2014
Conergy USA	PowerPlus 225P	225.00	13.82	29.23	7.74	2/2011
Conergy USA	PowerPlus 220P	220.00	13.51	29.01	7.65	2/2011
Conergy USA	PowerPlus 215P	215.00	13.21	28.80	7.54	2/2011
Conergy USA	PH 225P	225.00	13.70	28.40	7.92	6/2011
Conergy USA	PH 230P	230.00	14.01	28.80	7.99	6/2011
Conergy USA	PH 235P	235.00	14.31	29.20	8.06	6/2011
Conergy USA	PH 240P	240.00	14.62	29.50	8.13	6/2011
Conergy USA	P 180M	180.00	14.10	36.00	5.00	1/2011
Conergy USA	P 185M	185.00	14.49	36.10	5.12	1/2011
Conergy USA	P 230PA	230.00	13.92	30.00	7.67	1/2011
Conergy USA	P 235PA	235.00	14.23	30.10	7.81	1/2011
Conergy USA	PM 225P	225.00	13.49	28.91	7.91	1/2012
Conergy USA	PM 230P	230.00	13.79	29.23	7.94	1/2012
Conergy USA	PM 235P	235.00	14.09	29.44	8.02	1/2012
Conergy USA	PM 240P	240.00	14.39	29.65	8.10	1/2012
Conergy USA	PM 245P	245.00	14.69	29.87	8.18	1/2012
Conergy USA	PH 225P 2BB	225.00	13.70	28.40	7.92	7/2011
Conergy USA	PH 230P 2BB	230.00	14.01	28.78	7.99	7/2011
Conergy USA	PH 235P 2BB	235.00	14.31	29.16	8.06	7/2011
Conergy USA	PH 240P 2BB	240.00	14.62	29.54	8.13	7/2011
Conergy USA	PH 225P 3BB	225.00	13.70	28.40	7.92	7/2011
Conergy USA	PH 230P 3BB	230.00	14.01	28.78	7.99	7/2011
Conergy USA	PH 235P 3BB	235.00	14.31	29.16	8.06	7/2011
Conergy USA	PH 240P 3BB	240.00	14.62	29.54	8.13	7/2011
Conergy USA	PM 225P	225.00	13.49	28.91	7.91	4/2012
Conergy USA	PM 230P	230.00	13.79	29.23	7.94	4/2012
Conergy USA	PM 235P	235.00	14.09	29.44	8.02	4/2012
Conergy USA	PM 240P	240.00	14.39	29.65	8.10	4/2012
Conergy USA	PM 245P	245.00	14.69	29.87	8.18	4/2012
Conergy USA	PH 225P 3BB	225.00	13.70	28.40	7.92	5/2012
Conergy USA	PH 230P 3BB	230.00	14.01	28.80	7.99	5/2012
Conergy USA	PH 235P 3BB	235.00	14.31	29.20	8.06	5/2012
Conergy USA	PH 240P 3BB	240.00	14.62	29.50	8.13	5/2012
Conergy USA	PH 245P 3BB	245.00	14.92	29.92	8.20	5/2012
Conergy USA	PH 250P 3BB	250.00	15.22	30.30	8.27	5/2012
Conergy USA	PH 230M black	230.00	14.01	29.03	7.93	5/2012
Conergy USA	PH 235M black	235.00	14.31	29.39	8.01	5/2012
Conergy USA	PH 240M black	240.00	14.62	29.75	8.08	5/2012
Conergy USA	PH 245M black	245.00	14.92	30.12	8.16	5/2012
Conergy USA	PH 250M black	250.00	15.22	30.48	8.23	5/2012
Conergy USA	PH 255M black	255.00	15.53	30.84	8.31	5/2012
Conergy USA	PH 230P	230.00	14.01	28.78	7.99	1/2013
Conergy USA	PH 235P	235.00	14.31	29.16	8.06	1/2013
Conergy USA	PH 240P	240.00	14.62	29.54	8.13	1/2013
Conergy USA	PH 245P	245.00	14.92	29.92	8.20	1/2013
Conergy USA	PH 250P	250.00	15.22	30.30	8.27	1/2013
Conergy USA	PH 255P	255.00	15.53	30.68	8.33	1/2013
Conergy USA	PE 240P	240.00	14.68	29.38	8.17	3/2013
Conergy USA	PE 245P	245.00	14.98	29.63	8.27	3/2013
Conergy USA	PE 250P	250.00	15.29	29.98	8.34	3/2013
Conergy USA	PE 255P	255.00	15.59	30.36	8.40	3/2013
Conergy USA	PE 260P	260.00	15.90	30.77	8.45	3/2013
Conergy USA	PE 290P	290.00	14.96	36.39	7.97	3/2013
Conergy USA	PE 295P	295.00	15.22	36.60	8.06	3/2013
Conergy USA	PE 300P	300.00	15.48	36.82	8.15	3/2013
Conergy USA	PE 305P	305.00	15.73	36.97	8.25	3/2013
Conergy USA	PE 310P	310.00	15.99	37.04	8.37	3/2013
Conergy USA	PE 240P	240.00	14.68	29.38	8.17	6/2013
Conergy USA	PE 245P	245.00	14.98	29.63	8.27	6/2013
Conergy USA	PE 250P	250.00	15.29	29.98	8.34	6/2013
Conergy USA	PE 255P	255.00	15.59	30.36	8.40	6/2013
Conergy USA	PE 260P	260.00	15.90	30.77	8.45	6/2013
Conergy USA	PE 290P	290.00	14.96	36.39	7.97	6/2013
Conergy USA	PE 295P	295.00	15.22	36.60	8.06	6/2013
Conergy USA	PE 300P	300.00	15.48	36.82	8.15	6/2013
Conergy USA	PE 305P	305.00	15.73	36.97	8.25	6/2013
Conergy USA	PE 310P	310.00	15.99	37.04	8.37	6/2013
Conergy USA	PH 230P	230.00	14.01	28.78	7.99	6/2013
Conergy USA	PH 235P	235.00	14.31	29.16	8.06	6/2013
Conergy USA	PH 240P	240.00	14.62	29.54	8.13	6/2013
Conergy USA	PH 245P	245.00	14.92	29.92	8.20	6/2013
Conergy USA	PH 250P	250.00	15.22	30.30	8.27	6/2013
Conergy USA	PH 255P	255.00	15.53	30.68	8.33	6/2013
Conergy USA	PH 260P	260.00	15.83	31.05	8.39	6/2013
Conergy USA	PH 290P	290.00	14.92	35.68	8.15	6/2013
Conergy USA	PH 295P	295.00	15.17	35.72	8.30	6/2013
Conergy USA	PH 300P	300.00	15.43	35.74	8.40	6/2013
Conergy USA	PH 305P	305.00	15.69	35.77	8.53	6/2013
Conergy USA	PH 310P	310.00	15.94	35.80	8.68	6/2013
Conergy USA	PH 245M black	245.00	14.92	30.12	8.16	6/2013
Conergy USA	PH 250M black	250.00	15.22	30.48	8.23	6/2013
Conergy USA	PH 255M black	255.00	15.53	30.84	8.31	6/2013
Conergy USA	PE 245P	245.00	14.98	29.59	8.28	6/2014
Conergy USA	PE 250P	250.00	15.29	29.94	8.35	6/2014
Conergy USA	PE 255P	255.00	15.59	30.29	8.42	6/2014
Conergy USA	PE 260P	260.00	15.90	30.63	8.49	6/2014
Conergy USA	PE 265P	265.00	16.21	30.96	8.56	6/2014
Conergy USA	PE 295P	295.00	15.22	36.25	8.14	6/2014
Conergy USA	PE 300P	300.00	15.48	36.41	8.24	6/2014
Conergy USA	PE 305P	305.00	15.73	36.71	8.31	6/2014
Conergy USA	PE 310P	310.00	15.99	37.00	8.38	6/2014
Conergy USA	PE 315P	315.00	16.25	37.28	8.45	6/2014
Conergy USA	PH 245P	245.00	14.92	29.92	8.20	6/2014
Conergy USA	PH 250P	250.00	15.22	30.30	8.27	6/2014
Conergy USA	PH 255P	255.00	15.53	30.68	8.33	6/2014
Conergy USA	PH 260P	260.00	15.83	31.05	8.39	6/2014
Conergy USA	PH 290P	290.00	14.92	35.68	8.15	5/2014
Conergy USA	PH 295P	295.00	15.17	35.72	8.30	5/2014
Conergy USA	PH 300P	300.00	15.43	35.74	8.40	5/2014
Conergy USA	PH 305P	305.00	15.69	35.77	8.53	5/2014
Conergy USA	PH 310P	310.00	15.94	35.80	8.68	5/2014
Solarwatt AG	Orange 54P-210	210.00	13.96	27.20	7.73	8/2012
Solarwatt AG	Orange 54P-215	215.00	14.29	27.40	7.86	8/2012
Solarwatt AG	Orange 54P-220	220.00	14.62	27.60	7.98	8/2012
Solarwatt AG	Orange 54P-225	225.00	14.95	27.70	8.13	8/2012
Solarwatt AG	Orange 54M-225	225.00	14.95	28.10	8.01	7/2012
Solarwatt AG	Orange 54M-230	230.00	15.28	28.40	8.10	7/2012
Solarwatt AG	Orange 54M-235	235.00	15.62	28.70	8.19	7/2012
Solarwatt AG	Orange 54M-240	240.00	15.95	29.00	8.28	7/2012
Solarwatt AG	Orange 54M style-220	220.00	14.62	28.00	7.86	7/2012
Solarwatt AG	Orange 54M style-225	225.00	14.95	28.20	7.98	7/2012
Solarwatt AG	Orange 54M style-230	230.00	15.28	28.40	8.10	7/2012
Solarwatt AG	Orange 54M style-235	235.00	15.62	28.60	8.22	7/2012
Solarwatt AG	Blue 60M-240	240.00	14.43	30.00	8.00	7/2012
Solarwatt AG	Blue 60M-245	245.00	14.73	30.10	8.14	7/2012
Solarwatt AG	Blue 60M-250	250.00	15.03	30.20	8.28	7/2012
Solarwatt AG	Blue 60M-255	255.00	15.33	30.30	8.42	7/2012
Solarwatt AG	Orange 36M glass-145	145.00	13.44	18.70	7.76	7/2012
Solarwatt AG	Orange 36M glass-150	150.00	13.90	19.00	7.90	7/2012
Solarwatt AG	Orange 36M glass-155	155.00	14.36	19.20	8.08	7/2012
Solarwatt AG	Orange 36M XL glass-145	145.00	11.33	18.70	7.76	7/2012
Solarwatt AG	Orange 36M XL glass-150	150.00	11.72	19.00	7.90	7/2012
Solarwatt AG	Orange 36M XL glass-155	155.00	12.11	19.20	8.08	7/2012
Solarwatt AG	Orange 48M alpine-200	200.00	14.71	24.90	8.04	9/2012
Solarwatt AG	Orange 48M alpine-205	205.00	15.07	25.20	8.14	9/2012
Solarwatt AG	Orange 48M alpine-210	210.00	15.44	25.50	8.24	9/2012
Solarwatt AG	Orange 48M alpine style-195	195.00	14.34	25.00	7.80	9/2012
Solarwatt AG	Orange 48M alpine style-200	200.00	14.71	25.10	7.97	9/2012
Solarwatt AG	Orange 48M alpine style-205	205.00	15.07	25.40	8.08	9/2012
Solarwatt AG	Orange 60M-255	255.00	15.33	31.40	8.13	10/2012
Solarwatt AG	Orange 60M-260	260.00	15.63	31.60	8.23	10/2012
Solarwatt AG	Orange 60M-265	265.00	15.93	31.60	8.39	10/2012
Solarwatt AG	Orange 60M-270	270.00	16.23	31.70	8.52	10/2012
Solarwatt AG	Orange 60M style-250	250.00	15.03	31.40	7.97	10/2012
Solarwatt AG	Orange 60M style-255	255.00	15.33	31.60	8.07	10/2012
Solarwatt AG	Orange 60M style-260	260.00	15.63	31.60	8.23	10/2012
Solarwatt AG	Orange 60M style-265	265.00	15.93	31.70	8.36	10/2012
Solarwatt AG	Orange 60M laminate style-250	250.00	15.18	30.80	8.12	10/2012
Solarwatt AG	Orange 60M laminate style-255	255.00	15.48	31.00	8.23	10/2012
Solarwatt AG	Orange 60M laminate style-260	260.00	15.78	31.20	8.35	10/2012
Solarwatt AG	Orange 60M laminate style-265	265.00	16.09	31.30	8.47	10/2012
Solarwatt AG	Orange 60P-240	240.00	14.43	30.40	7.90	10/2012
Solarwatt AG	Orange 60P-245	245.00	14.73	30.60	8.01	10/2012
Solarwatt AG	Orange 60P-250	250.00	15.03	30.80	8.12	10/2012
Solarwatt AG	Orange 60P-255	255.00	15.33	31.00	8.24	10/2012
Solarwatt AG	Orange 36M style-145	145.00	13.27	18.40	7.89	9/2012
Solarwatt AG	Orange 36M style-150	150.00	13.73	18.50	8.11	9/2012
Solarwatt AG	Orange 36M style-155	155.00	14.19	18.60	8.34	9/2012
Solarwatt AG	Blue 60P laminate-230	230.00	13.96	29.90	7.70	1/2013
Solarwatt AG	Blue 60P laminate-235	235.00	14.27	30.30	7.76	1/2013
Solarwatt AG	Blue 60P laminate-240	240.00	14.57	30.50	7.87	1/2013
Solarwatt AG	Blue 60P laminate-245	245.00	14.87	30.70	7.99	1/2013
Solarwatt AG	Blue 60P laminate-250	250.00	15.18	30.90	8.10	1/2013
Solarwatt AG	Solarwatt 36M facade/style-145	145.00	13.44	18.70	7.76	5/2013
Solarwatt AG	Solarwatt 36M facade/style-150	150.00	13.90	19.00	7.90	5/2013
Solarwatt AG	Solarwatt 36M facade/style-155	155.00	14.36	19.20	8.08	5/2013
Solarwatt AG	Solarwatt 60M rail-245	245.00	14.87	30.40	8.07	4/2013
Solarwatt AG	Solarwatt 60M rail-250	250.00	15.18	30.90	8.10	4/2013
Solarwatt AG	Solarwatt 60M rail-255	255.00	15.48	31.30	8.15	4/2013
Solarwatt AG	Solarwatt 60M rail-260	260.00	15.78	31.80	8.18	4/2013
Solarwatt AG	Solarwatt 60P rail-235	235.00	14.27	29.90	7.86	4/2013
Solarwatt AG	Solarwatt 60P rail-240	240.00	14.57	30.10	7.98	4/2013
Solarwatt AG	Solarwatt 60P rail-245	245.00	14.87	30.30	8.09	4/2013
Solarwatt AG	Solarwatt 60P rail-250	250.00	15.18	30.50	8.21	4/2013
Solarwatt AG	Solarwatt 36M style-150	150.00	14.69	18.50	8.11	10/2013
Solarwatt AG	Solarwatt 36M style-155	155.00	15.17	18.70	8.29	10/2013
Solarwatt AG	Solarwatt 36M style-160	160.00	15.66	19.00	8.43	10/2013
Solarwatt AG	Solarwatt 54P style-215	215.00	14.29	27.10	7.94	10/2013
Solarwatt AG	Solarwatt 54P style-220	220.00	14.62	27.40	8.04	10/2013
Solarwatt AG	Solarwatt 54P style-225	225.00	14.95	27.70	8.13	10/2013
Solarwatt AG	Solarwatt 54P style-230	230.00	15.28	27.90	8.25	10/2013
Solarwatt AG	Solarwatt 54M style-225	225.00	14.95	28.30	7.96	10/2013
Solarwatt AG	Solarwatt 54M style-230	230.00	15.28	28.40	8.13	10/2013
Solarwatt AG	Solarwatt 54M style-235	235.00	15.62	28.50	8.25	10/2013
Solarwatt AG	Solarwatt 54M style-240	240.00	15.95	28.70	8.37	10/2013
Solarwatt AG	Orange 60P Easy-In-245	245.00	13.42	30.40	8.06	3/2014
Solarwatt AG	Orange 60P Easy-In-250	250.00	13.69	30.60	8.17	3/2014
Solarwatt AG	Orange 60P Easy-In-255	255.00	13.97	30.80	8.28	3/2014
Solarwatt AG	Orange 60M Easy-In style-250	250.00	13.69	31.00	8.07	3/2014
Solarwatt AG	Orange 60M Easy-In style-255	255.00	13.97	31.20	8.18	3/2014
Solarwatt AG	Orange 60M Easy-In style-260	260.00	14.24	31.40	8.29	3/2014
Solarwatt AG	Solarwatt 60P style-240	240.00	14.43	30.20	7.95	3/2014
Solarwatt AG	Solarwatt 60P style-245	245.00	14.73	30.60	8.01	3/2014
Solarwatt AG	Solarwatt 60P style-250	250.00	15.03	30.90	8.10	3/2014
Solarwatt AG	Solarwatt 60P style-255	255.00	15.33	31.20	8.18	3/2014
Solarwatt AG	Solarwatt 60M style-255	255.00	15.33	31.60	8.07	3/2014
Solarwatt AG	Solarwatt 60M style-260	260.00	15.63	31.70	8.21	3/2014
Solarwatt AG	Solarwatt 60M style-265	265.00	15.93	31.90	8.31	3/2014
Solarwatt AG	Solarwatt 60M style-270	270.00	16.23	32.20	8.39	3/2014
Solarwatt AG	Solarwatt 60P-250	250.00	15.03	30.60	8.18	4/2014
Solarwatt AG	Solarwatt 60P-255	255.00	15.33	30.90	8.26	4/2014
Solarwatt AG	Solarwatt 60P-260	260.00	15.63	31.20	8.34	4/2014
Solarwatt AG	Solarwatt 36P style-140	140.00	13.71	17.60	7.96	3/2014
Solarwatt AG	Solarwatt 36P style-145	145.00	14.20	17.90	8.11	3/2014
Solarwatt AG	Solarwatt 36P style-150	150.00	14.69	18.20	8.25	3/2014
Solarwatt AG	Solarwatt 36M glass-145	145.00	13.44	18.70	7.76	3/2014
Solarwatt AG	Solarwatt 36M glass-150	150.00	13.90	19.00	7.90	3/2014
Solarwatt AG	Solarwatt 36M glass-155	155.00	14.36	19.20	8.08	3/2014
Solarwatt AG	Solarwatt 36M XL glass-145	145.00	11.33	18.70	7.76	3/2014
Solarwatt AG	Solarwatt 36M XL glass-150	150.00	11.72	19.00	7.90	3/2014
Solarwatt AG	Solarwatt 36M XL glass-155	155.00	12.11	19.20	8.08	3/2014
Solarwatt AG	Blue 60P-230	230.00	13.83	29.40	7.83	3/2014
Solarwatt AG	Blue 60P-235	235.00	14.13	29.70	7.92	3/2014
Solarwatt AG	Blue 60P-240	240.00	14.43	29.90	8.03	3/2014
Solarwatt AG	Solarwatt 36M XL glass-160	160.00	12.50	19.30	8.41	12/2014
Solarwatt AG	Solarwatt 36M XL glass-165	165.00	12.89	19.40	8.56	12/2014
Solarwatt AG	Solarwatt 36M glass-160	160.00	14.83	19.30	8.41	12/2014
Solarwatt AG	Solarwatt 36M glass-165	165.00	15.29	19.40	8.56	12/2014
Solarwatt AG	Blue 60P-245 (Glas-Folie)	245.00	14.73	30.10	8.14	2/2015
Solarwatt AG	Blue 60P-250 (Glas-Folie)	250.00	15.03	30.20	8.28	2/2015
Solarwatt AG	Blue 60P-255 (Glas-Folie)	255.00	15.33	30.40	8.39	2/2015
Solarwatt AG	Blue 60P-260 (Glas-Folie)	260.00	15.63	30.60	8.50	2/2015
Solarwatt AG	Solarwatt 60P-250 (Glas-Glas)	250.00	15.03	30.60	8.18	8/2014
Solarwatt AG	Solarwatt 60P-255 (Glas-Glas)	255.00	15.33	30.90	8.26	8/2014
Solarwatt AG	Solarwatt 60P-260 (Glas-Glas)	260.00	15.63	31.20	8.34	8/2014
A Power Energy Co. Ltd. Britannia House	SL6P-220-00	220.00	13.56	29.20	7.62	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-225-00	225.00	13.86	29.38	7.75	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-230-00	230.00	14.17	29.61	7.86	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-235-00	235.00	14.48	29.92	7.94	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-240-00	240.00	14.79	30.21	8.03	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-220-01	220.00	13.52	29.20	7.62	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-225-01	225.00	13.83	29.38	7.75	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-230-01	230.00	14.14	29.61	7.86	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-235-01	235.00	14.44	29.92	7.94	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-240-01	240.00	14.75	30.21	8.03	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-220-2B	220.00	13.51	29.20	7.62	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-225-2B	225.00	13.82	29.38	7.75	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-230-2B	230.00	14.12	29.61	7.86	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-235-2B	235.00	14.43	29.92	7.94	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-240-2B	240.00	14.74	30.21	8.03	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-245-2B	245.00	15.05	30.75	8.05	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-230-3B	230.00	14.12	29.81	7.80	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-235-3B	235.00	14.43	30.19	7.87	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-240-3B	240.00	14.74	30.67	7.91	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-245-3B	245.00	15.05	31.02	7.98	4/2011	
A Power Energy Co. Ltd. Britannia House	SL6P-250-3B	250.00	15.35	31.49	8.02	4/2011
ET-Solar	ET-M572180B (US)	180.00	14.10	36.30	4.95	8/2012	
ET-Solar	ET-M572185B (US)	185.00	14.49	36.30	5.09	8/2012	
ET-Solar	ET-M572190B (US)	190.00	14.88	36.89	5.15	8/2012	
ET-Solar	ET-M572195B (US)	195.00	15.27	37.43	5.21	8/2012	
ET-Solar	ET-M572200B (US)	200.00	15.67	37.88	5.28	8/2012	
ET-Solar	ET-M572180BL (US)	180.00	14.26	36.30	4.95	9/2012	
ET-Solar	ET-M572185BL (US)	185.00	14.66	36.30	5.09	9/2012	
ET-Solar	ET-M572190BL (US)	190.00	15.05	36.89	5.15	9/2012	
ET-Solar	ET-M572195BL (US)	195.00	15.45	37.43	5.21	9/2012	
ET-Solar	ET-M572200BL (US)	200.00	15.84	37.88	5.28	9/2012	
ET-Solar	ET-M572180TL (EU)	180.00	14.26	36.06	5.00	9/2012	
ET-Solar	ET-M572185TL (EU)	185.00	14.66	36.29	5.11	9/2012	
ET-Solar	ET-M572190TL (EU)	190.00	15.05	36.68	5.18	9/2012	
ET-Solar	ET-M572195TL (EU)	195.00	15.45	36.94	5.28	9/2012	
ET-Solar	ET-M572200TL (EU)	200.00	15.84	36.97	5.41	9/2012	
ET-Solar	ET-M572185 (US)	185.00	14.49	36.30	5.09	8/2012	
ET-Solar	ET-M572190 (US)	190.00	14.88	36.89	5.15	8/2012	
ET-Solar	ET-M572195 (US)	195.00	15.27	37.43	5.21	8/2012	
ET-Solar	ET-M572200 (US)	200.00	15.67	37.88	5.28	8/2012	
ET-Solar	ET-M572205 (US)	205.00	16.06	37.95	5.40	8/2012	
ET-Solar	ET-M572180TW (EU)	180.00	14.10	36.06	5.00	1/2013	
ET-Solar	ET-M572185TW (EU)	185.00	14.49	36.29	5.11	1/2013	
ET-Solar	ET-M572190TW (EU)	190.00	14.88	36.68	5.18	1/2013	
ET-Solar	ET-M572195TW (EU)	195.00	15.27	36.94	5.28	1/2013	
ET-Solar	ET-M572200TW (EU)	200.00	15.67	36.97	5.41	1/2013	
ET-Solar	ET-M572185BL (EU)	185.00	14.66	36.29	5.11	9/2012	
ET-Solar	ET-M572190BL (EU)	190.00	15.05	36.68	5.18	9/2012	
ET-Solar	ET-M572195BL (EU)	195.00	15.45	36.94	5.28	9/2012	
ET-Solar	ET-M572200BL (EU)	200.00	15.84	36.97	5.41	9/2012	
ET-Solar	ET-M572185WL (EU)	185.00	14.66	36.29	5.11	9/2012	
ET-Solar	ET-M572190WL (EU)	190.00	15.05	36.68	5.18	9/2012	
ET-Solar	ET-M572195WL (EU)	195.00	15.45	36.94	5.28	9/2012	
ET-Solar	ET-M572200WL (EU)	200.00	15.84	36.97	5.41	9/2012	
ET-Solar	ET-M572205WL (EU)	205.00	16.24	37.13	5.53	9/2012	
ET-Solar	ET-M572185WL (US)	185.00	14.66	36.30	5.09	9/2012	
ET-Solar	ET-M572190WL (US)	190.00	15.05	36.89	5.15	9/2012	
ET-Solar	ET-M572195WL (US)	195.00	15.45	37.43	5.21	9/2012	
ET-Solar	ET-M572200WL (US)	200.00	15.84	37.88	5.28	9/2012	
ET-Solar	ET-M572205WL (US)	205.00	16.24	37.95	5.40	9/2012	
ET-Solar	ET-M572185WW (EU)	185.00	14.49	36.29	5.11	1/2013	
ET-Solar	ET-M572190WW (EU)	190.00	14.88	36.68	5.18	1/2013	
ET-Solar	ET-M572195WW (EU)	195.00	15.27	36.94	5.28	1/2013	
ET-Solar	ET-M572210WW (EU)	210.00	16.45	37.50	5.61	1/2013	
ET-Solar	ET-M572185WW (US)	185.00	14.49	36.29	5.11	1/2013	
ET-Solar	ET-M572190WW (US)	190.00	14.88	36.68	5.18	1/2013	
ET-Solar	ET-M572195WW (US)	195.00	15.27	36.94	5.28	1/2013	
ET-Solar	ET-M572180BBZ (US) Zero Rack 1	180.00	14.10	36.30	4.95	9/2012	
ET-Solar	ET-M572185BBZ (US) Zero Rack 1	185.00	14.49	36.30	5.09	9/2012	
ET-Solar	ET-M572190BBZ (US) Zero Rack 1	190.00	14.88	36.89	5.15	9/2012	
ET-Solar	ET-M572185WWZ (US) Zero Rack 1	185.00	14.49	36.30	5.09	9/2012	
ET-Solar	ET-M572190WWZ (US) Zero Rack 1	190.00	14.88	36.89	5.15	9/2012	
ET-Solar	ET-M572195WWZ (US) Zero Rack 1	195.00	15.27	37.43	5.21	9/2012	
ET-Solar	ET-M572180BBZ (US) Zero Rack 2	180.00	14.10	36.30	4.95	9/2012	
ET-Solar	ET-M572185BBZ (US) Zero Rack 2	185.00	14.49	36.30	5.09	9/2012	
ET-Solar	ET-M572190BBZ (US) Zero Rack 2	190.00	14.88	36.89	5.15	9/2012	
ET-Solar	ET-M572195BBZ (US) Zero Rack 2	195.00	15.27	37.43	5.21	9/2012	
ET-Solar	ET-M572200BBZ (US) Zero Rack 2	200.00	15.67	37.88	5.28	9/2012	
ET-Solar	ET-M572185WWZ (US) Zero Rack 2	185.00	14.49	36.30	5.09	9/2012	
ET-Solar	ET-M572190WWZ (US) Zero Rack 2	190.00	14.88	36.89	5.15	9/2012	
ET-Solar	ET-M572195WWZ (US) Zero Rack 2	195.00	15.27	37.43	5.21	9/2012	
ET-Solar	ET-M572200WWZ (US) Zero Rack 2	200.00	15.67	37.88	5.28	9/2012	
ET-Solar	ET-M572205WWZ (US) Zero Rack 2	205.00	16.06	37.95	5.40	9/2012	
ET-Solar	ET-M572180BBZ (US) Zero Rack 3	180.00	14.10	36.30	4.95	9/2012	
ET-Solar	ET-M572185BBZ (US) Zero Rack 3	185.00	14.49	36.30	5.09	9/2012	
ET-Solar	ET-M572190BBZ (US) Zero Rack 3	190.00	14.88	36.89	5.15	9/2012	
ET-Solar	ET-M572195BBZ (US) Zero Rack 3	195.00	15.27	37.43	5.21	9/2012	
ET-Solar	ET-M572200BBZ (US) Zero Rack 3	200.00	15.67	37.88	5.28	9/2012	
ET-Solar	ET-M572185WWZ (US) Zero Rack 3	185.00	14.49	36.30	5.09	9/2012	
ET-Solar	ET-M572190WWZ (US) Zero Rack 3	190.00	14.88	36.89	5.15	9/2012	
ET-Solar	ET-M572195WWZ (US) Zero Rack 3	195.00	15.27	37.43	5.21	9/2012	
ET-Solar	ET-M572200WWZ (US) Zero Rack 3	200.00	15.67	37.88	5.28	9/2012	
ET-Solar	ET-M572205WWZ (US) Zero Rack 3	205.00	16.06	37.95	5.40	9/2012	
ET-Solar	ET-M572185BBG (EU) Anti-glare	185.00	14.49	36.29	5.11	1/2013	
ET-Solar	ET-M572190BBG (EU) Anti-glare	190.00	14.88	36.68	5.18	1/2013	
ET-Solar	ET-M572195BBG (EU) Anti-glare	195.00	15.27	36.94	5.28	1/2013	
ET-Solar	ET-M572185WWG (EU) Anti-glare	185.00	14.49	36.29	5.11	1/2013	
ET-Solar	ET-M572190WWG (EU) Anti-glare	190.00	14.88	36.68	5.18	1/2013	
ET-Solar	ET-M572195WWG (EU) Anti-glare	195.00	15.27	36.94	5.28	1/2013	
ET-Solar	ET-M572200WWG (EU) Anti-glare	200.00	15.67	36.97	5.41	1/2013	
ET-Solar	ET-M572185WWG (US) Anti-glare	185.00	14.49	36.30	5.09	1/2013	
ET-Solar	ET-M572190WWG (US) Anti-glare	190.00	14.88	36.89	5.15	1/2013	
ET-Solar	ET-M572195WWG (US) Anti-glare	195.00	15.27	37.43	5.21	1/2013	
ET-Solar	ET-M572200WWG (US) Anti-glare	200.00	15.67	37.88	5.28	1/2013	
ET-Solar	ET-M648195WW	195.00	14.85	24.26	8.02	1/2013	
ET-Solar	ET-M648195BB	195.00	14.85	24.26	8.02	1/2013	
ET-Solar	ET-M648205BB	205.00	15.61	24.78	8.27	1/2013	
ET-Solar	ET-M660235BB	235.00	14.44	29.69	7.92	1/2013	
ET-Solar	ET-M660240BB	240.00	14.75	30.12	8.02	1/2013	
ET-Solar	ET-M660235TW	235.00	14.44	29.69	7.92	1/2013	
ET-Solar	ET-M660240TW	240.00	14.75	30.12	8.02	1/2013	
ET-Solar	ET-M660245TW	245.00	15.06	30.08	8.15	1/2013	
ET-Solar	ET-M660250TW	250.00	15.37	30.43	8.22	1/2013	
ET-Solar	ET-M660255TW	255.00	15.67	30.91	8.25	1/2013	
ET-Solar	ET-M660235WW	235.00	14.44	29.69	7.92	1/2013	
ET-Solar	ET-M660240WW	240.00	14.75	30.12	8.02	1/2013	
ET-Solar	ET-M660245WW	245.00	15.06	30.08	8.15	1/2013	
ET-Solar	ET-M660235BL	235.00	14.59	29.69	7.92	2/2012	
ET-Solar	ET-M660240BL	240.00	14.90	30.12	8.02	2/2012	
ET-Solar	ET-M660245BL	245.00	15.21	30.08	8.15	2/2012	
